topic_id,blog_id,user_id,topic_type,topic_title,topic_text,topic_tags,topic_date_add,topic_date_edit,topic_user_ip,topic_rating,topic_count_vote_abstain,topic_count_read,topic_count_comment,topic_count_favourite,topic_text_hash,topic_extra
75,32,26,topic,Народные прозвища достопримечательностей  Астаны.,"Небольшая прогулка по Астане, будет интересна для того кто давно там не был. Ну и мужик красавчег, жжет ))) <br/>
<object width=""480"" height=""385""><param name=""wmode"" value=""opaque""></param><param name=""allowFullScreen"" value=""true""></param><param name=""allowscriptaccess"" value=""always""></param><param name=""src"" value=""http://www.youtube.com/v/oMiBUQSapYE?fs=1&amp;amp;hl=ru_RU""></param><param name=""allowfullscreen"" value=""true""></param><embed src=""http://www.youtube.com/v/oMiBUQSapYE?fs=1&amp;hl=ru_RU"" type=""application/x-shockwave-flash"" allowscriptaccess=""always"" allowfullscreen=""true"" width=""480"" height=""385"" wmode=""opaque""></embed></object><br/>
","Казахстан,Астана",2010-11-28 14:53:37,2010-12-08 17:57:17,92.46.172.6,3.000,0,1836,1,0,92fd394c1bede0a554391a036f0cc6ea,"s:0:"""";"
76,1,1,topic,Вот так новость!,"<a href=""http://www.centrasia.ru/newsA.php?st=1291101120"" rel=""nofollow"">15-летняя школьница из Темиртау Розлана Габдуллина написала учебник по черчению</a><br/>
<strong>Школьница Розлана Габдуллина давно опережает школьную программу. Девочка проводит опыты над продуктами, растениями, а недавно создала учебник по черчению. Тем временем многие одаренные дети уезжают из Темиртау.</strong><br/>
Вундеркинды в Темиртау! :) А между тем много действительно талантливых людей живет в Темиртау — и что удивительно многие из них спортсмены. В пору создавать сообщество талантов в Темиртау. Или известных людей: Сосковец, Назарбаев, Лисин — миллиардеры-выходцы из Темиртау :) Может быть со временем и организуем, а пока спать.",таланты,2010-12-01 00:02:40,NULL,92.46.163.50,0.000,0,1462,0,0,fa3684fccf159c3e7d69c92bd9c485da,"s:0:"""";"
77,3,1,topic,Темиртау - второе место по выбросам вредных отходов,"Не знаю где найти последние данные по выбросам, вот наткнулся на данные двухлетней давности — статистика удручает. Второе место по Казахстану. А если учитывать сколько еще скосили за энную сумму, то становится реально страшно. Что уж говорить, если с утра идешь на работу и подышав «свежим» воздухом, начинаешь задыхаться и иногда даже бошка начинает болеть.  А индусы как ничего не делали для экологии, так и не делают, «Мы — говорит — в 15 раз улучшаем экологию!» На что так и хочется ответить: а что не в 100 раз? Один фиг 0*15 или 0*100 все-равно будет ноль. Ночью выходить в город опасно и не потому что бандюки да придурки по городу шастают, а потому что именно ночью, пока никто не видит, выбрасывается самое большое количество вредных выбросов. Вот и сама таблица:<br/>
 <img src=""http://vtemirtau.kz/uploads/images/00/00/01/2010/12/04/c0090b.png""/><br/>
И люди еще умудряются продавать хаты за баснословные деньги в таком «экологически-катастрофическом» месте. Но это уже оффтоп на другу проблему в Темиртау :)","экология,темиртау,завод",2010-12-04 17:33:15,2010-12-08 17:58:00,95.57.13.54,1.000,0,2526,2,0,137397f1e566b25992c194cc084dd907,"s:0:"""";"
78,37,1,topic,Снежинки и оформление сайта,"В первую очередь по снежинкам вопрос: не мешают ли? А то может снести их нафиг? И еще по оформлению: шаблон поговаривают слишком скучен и незатейлив — стоит ли менять, или так оставить? Потом могу выложить примеры оформления сайта, если захотите.",сайт,2010-12-04 17:42:19,NULL,95.57.13.54,0.000,0,2264,10,0,125fbc317ab9c66a9d473fed680f295d,"s:0:"""";"
79,12,1,topic,Темиртау в 3D онлайн,"Каким-то странным образом вышел на этот сайт, и теперь решил поделиться с вами, может быть будет интересно посмотреть на знакомые места с воздуха. 3D там конечно не такой уж и 3D, но в целом похоже :) Можно посмотреть на Астану, Караганду, Москву, Париж — короче любой другой город. Но интереснее мне кажется посещать знакомые места — в той же Москве — куча машин и зданий — ничего не разберешь, свое как-то приятнее :)<br/>
<img src=""http://vtemirtau.kz/uploads/images/00/00/01/2010/12/07/d54212.png""/><br/>
Узнаете? Можете сами посмотреть <a href=""http://goroda3d.ru/temirtau-3d/"" rel=""nofollow"">тут</a>. Желательно сразу открывать в Firefox'e.","Темиртау,3D",2010-12-07 21:46:44,2010-12-07 21:47:32,92.46.149.140,0.000,0,1769,0,0,1e56c56bb4e32b30708d29954c38551b,"s:0:"""";"
80,21,1,topic,Новости по зарплате,"Хорошые новости от вечерней газеты:<br/>
<strong>Металлургам выплатят тринадцатую зарплату</strong><br/>
<strong><em>Причем выплата вознаграждения по итогам года будет произведена несмотря на то, что стальной департамент в текущем году не справился с плановым заданием по выпуску жидкой стали.</em></strong><br/>
<br/>
Решение о том, что сотрудники стального департамента «АрселорМиттал Темиртау» получат так называемую тринадцатую зарплату, генеральный директор предприятия Франк Паннир принял еще в конце ноября. Хотя уже тогда по предварительным итогам работы комбината в 2010 году было ясно: выполнить план по выпуску жидкой стали до необходимых 85% не получится. Еще более ситуация ухудшилась 2 декабря из-за аварии на газопроводе. Предприятие проработало в аварийном режиме несколько суток. В итоге план по жидкой стали и вовсе будет выполнен не более чем на 80%.<br/>
<br/>
И все же, отмечает руководство комбината, тринадцатую зарплату металлурги получат, хотя в коллективном договоре обозначено: рассчитывать на выплату вознаграждения по итогам года работники могут только в случае выполнения плана по выпуску жидкой стали на 85%. Таким образом руководство комбината решило поощрить и поддержать работников стального департамента, ведь каждый из них добросовестно трудился в течение года.<br/>
И еще одна новость из интервью администрации АМТ журналистам:<br/>
<strong> — Господин Паннир, не планируете ли вы с нового года повысить зарплату своим сотрудникам помимо того, что оговорено в коллективном договоре?</strong><br/>
 — У нас предусмотрено автоматическое увеличение окладов и тарифов на 50% от уровня инфляции с января. Теперь этот вопрос будет решаться легче, без каких-либо судебных процессов.<br/>
 — В стальном департаменте нами уже подписано положение, а в угольном департаменте оно сейчас находится на стадии подписания, о том, что 50% от уровня инфляции будет выплачиваться с 1 января, — разъяснил Дмитрий Павлов. — Но сразу с 1 января начать выплаты не получится, нам надо будет дождаться, пока госорганы выведут процент инфляции. Обычно мы эти данные получаем в феврале. Вот тогда и будет произведена индексация с 1 января. А выплата второй половины от уровня инфляции будет зависеть от результатов деятельности предприятия за первое полугодие.<br/>
 ","завод,зп",2010-12-17 17:04:03,NULL,95.57.40.51,0.000,0,2555,0,0,2d4bf6206a25e7b355c717c4db212753,"s:0:"""";"
81,4,26,topic,Одна фотография,"Нашел эту фотографию на яндексе (<em>надеюсь автор не предьявит претензии</em>). Даже на меня, родившегося в Темиртау, фото произвело сильное впечатление.<br/>
<img src=""http://vtemirtau.kz/uploads/images/00/00/26/2010/12/23/baad8e.jpg""/>","фото,Темиртау",2010-12-23 22:35:49,2010-12-25 22:46:58,92.46.144.149,1.000,0,2548,6,0,6a9c6f1c203c439af05b873a8e7c08e4,"s:0:"""";"
82,12,1,topic,Приколы нашего городка,"Это наши местные приколы: объявление на остановке на ВТУЗе<br/>
<img src=""http://vtemirtau.kz/uploads/images/00/00/01/2010/12/25/7fd50e.jpg""/><br/>
И магазин Автоград:<br/>
<img src=""http://vtemirtau.kz/uploads/images/00/00/01/2010/12/25/7e1079.jpg""/><br/>
Знаю что некоторые тоже копят подобные приколы, выкладывайте не стесняйтесь :)","приколы,Темиртау",2010-12-25 22:58:45,NULL,92.46.150.203,0.000,0,2790,4,0,4a4775e8864dfb3bedad8d3423c35059,"s:0:"""";"
83,4,1,topic,Фотография города из космоса,"Вот сделал такую штуку: снимок Темиртау со спутника или фотография города из космоса. Карта-фото получена из программы Sasplanet, благодаря сервису Google maps путем склеивания в одно изображение при 19 кратном приближении. Машины и автобусы проглядываются абсолютно спокойно. Весит карта 137 метров, траффик для мегалайна бесплатный. <a href=""http://files.gameworld.kz/ygr0a8rbku.html"" rel=""nofollow"">Качайте</a>! :)<br/>
 <img src=""http://vtemirtau.kz/uploads/images/00/00/01/2010/12/25/132c22.png""/>","карты,спутник,фото",2010-12-25 23:06:59,2012-01-01 12:46:34,92.46.155.255,0.000,0,5274,0,0,0d583e23f78b701907062303f6d04bc7,"s:0:"""";"
84,21,1,topic,Лучшие интеллектуалы среди корпораций в Карагандинской области,"Вчера 25.12.2010 в Караганде проходил турнир по интеллектуальной игре Что? Где? Когда? на кубок акима карагандинской области. В этом турнире участвовало 50 команд, среди них было 2 команды от нашего комбината: «Arcelor Mittal» и «Великие Комбинаторы», также были команды из Темиртау: команда колледжа, команда университета и сборная Караганды и Темиртау. В корпоративном зачете команда «Великие комбинаторы» заняла первое место, поздравляем! :) Больше будет наверное в газетах в следующую среду. Кстати лучший игрок был также из этой команды. Вот такие дела :)",ЧГК,2010-12-26 19:14:36,NULL,92.46.138.1,0.000,0,1767,0,0,bf4e7883cac3eacd12511bb600a273d7,"s:0:"""";"
85,22,26,topic,"По следам ""АрселорМиттала""","В продолжении темы экологии Темиртау и не только. Кто автор фильма? Пока не знаю.)))<br/>
 <br/>
<object width=""480"" height=""385""><param name=""wmode"" value=""opaque""></param><param name=""wmode"" value=""opaque""></param><br/>
<param name=""allowFullScreen"" value=""true""></param><param name=""allowscriptaccess"" value=""always""></param><param name=""src"" value=""http://www.youtube.com/v/9aZubfE5GKA?fs=1&amp;amp;hl=ru_RU""></param><param name=""allowfullscreen"" value=""true""></param><embed src=""http://www.youtube.com/v/9aZubfE5GKA?fs=1&amp;hl=ru_RU"" type=""application/x-shockwave-flash"" allowscriptaccess=""always"" allowfullscreen=""true"" width=""480"" height=""385"" wmode=""opaque""></embed></object><br/>
<br/>
<br/>
 <br/>
<br/>
<object width=""480"" height=""385""><param name=""wmode"" value=""opaque""></param><param name=""wmode"" value=""opaque""></param><param name=""allowFullScreen"" value=""true""></param><param name=""allowscriptaccess"" value=""always""></param><param name=""src"" value=""http://www.youtube.com/v/dgbfX3exHq4?fs=1&amp;amp;hl=ru_RU""></param><param name=""allowfullscreen"" value=""true""></param><embed src=""http://www.youtube.com/v/dgbfX3exHq4?fs=1&amp;hl=ru_RU"" type=""application/x-shockwave-flash"" allowscriptaccess=""always"" allowfullscreen=""true"" width=""480"" height=""385"" wmode=""opaque""></embed></object><br/>
","Экология,Темиртау,Миттал",2010-12-28 21:48:17,2011-01-03 19:24:32,92.46.154.107,1.000,0,2031,5,0,f9b4684aab43e8c3572f1e6f21404ded,"s:0:"""";"
86,3,1,topic,Аким об итогах и планах,"В самом начале пресс-конференции, прошедшей 28 декабря в темиртауском акимате, журналисты попросили главу города озвучить итоги уходящего года. По словам Нуркена Султанова, в 2010 году Темиртау достиг успехов практически во всех сферах. Возросли объемы производства, наблюдаются хорошие показатели по созданию новых рабочих мест, социальной защите населения, увеличилась среднемесячная заработная плата. Именно в этом году в Темиртау было построено много новых объектов, высажено большое количество деревьев — эта тенденция будет продолжена. В целом сейчас наблюдается положительная динамика социально-экономического развития Темиртау. Именно поэтому в третьем квартале наш город вышел на третье место среди городов республики и на второе — среди городов Карагандинской области.<br/>
 <br/>
Журналисты задали актуальные вопросы, касающиеся среднего и дошкольного образования. В ближайшее время в Темиртау планируется открыть еще одну смешанную школу. Сейчас этот вопрос находится на рассмотрении. Что касается запланированного строительства четырех новых детских садов, то и этому суждено сбыться. Уже сейчас известно их месторасположение: это старая часть города, 8 и 9 микрорайоны и поселок Отрадное. Каждый из новых садов будет рассчитан на 320 мест и построен по евростан-дарту. Инвестор уже определен.<br/>
 <br/>
Не обошли вниманием журналисты и аварию на линии электропередач, которая произошла 1 декабря уходящего года. «Что будет сделано для того, чтобы подобная ситуация не повторилась?» — поинтересовались представители СМИ. Нуркен Султанов рассказал о том, что 13 декабря в акимате состоялось экстренное совещание, после которого был подписан меморандум между акиматом и такими крупными предприятиями, как АО «АрселорМиттал Темиртау», ТОО «Basel Group», АО «Караганда-Жарык», фирмой «Кигок». Согласно меморандуму, специалисты акимата должны в ближайшее время разработать надежную схему энергоузла Темиртау, а представители предприятий — ввести ее в эксплуатацию. Уже сейчас компания «Арселор-Миттал Темиртау» выделила около двух миллионов тенге, необходимых для проведения работ.<br/>
 <br/>
И, наверное, самым актуальным вопросом стал вопрос о повышении цен на продукты питания. И здесь Нуркен Султанов поспешил успокоить темиртаусцев, сказав, что новогодние цены никого не удивят. Этот вопрос сотрудники акимата держат на контроле.","аким,темиртау,итоги года",2010-12-31 19:55:40,NULL,92.46.143.206,0.000,0,2136,0,0,f7a5c61e2291236db6ca96651b817afb,"s:0:"""";"
87,32,26,topic,C Новым Годом!!!,"<strong>Дорогие друзья! Поздравляю Вас с наступающим Новым Годом!</strong><br/>
Нынче странный год идет — <br/>
Не то Кролик, не то Кот <br/>
Чтобы год прошел достойно, <br/>
Нужно их хвалить обоих. <br/>
Братец Кролик очень хитрый, <br/>
Обманул он даже Лиса! <br/>
Проявил он ловкость, смелость, <br/>
И — пожалуйсто — победа. <br/>
Ну, а Котик в сапогах, <br/>
Тот и вовсе парень — Ах! <br/>
Из бомжа Маркиза сделал, <br/>
Карабасом пообедав. <br/>
Кот и Кролик изначально <br/>
Просто гиперсексуальны. <br/>
Кошки их, и их Крольчихи <br/>
Чрезвычайно плодовиты! <br/>
Вот и вам пусть этот год <br/>
Лишь удачу принесет. <br/>
Плодотворных вам идей, <br/>
И отдачи поскорей! <br/>
Пусть морковки будет вдоволь, <br/>
В крынке с верхом — молока, <br/>
И валютная «капуста» <br/>
В кошельках хрустит всегда. <br/>
Будьте белыми, пушистыми, <br/>
Не пасуйте перед Лисами, <br/>
С Новым годом вас, друзья, <br/>
Счастья всем желаю Я<br/>
<br/>
<img src=""http://vtemirtau.kz/uploads/images/00/00/26/2010/12/31/e8f888.jpg""/>","Новый год,друзья,поздравления",2010-12-31 20:19:09,2011-01-19 21:31:13,92.46.143.206,1.000,0,1342,1,0,d43fec25f45b3d9bf3fcede49a0bdd51,"s:0:"""";"
88,37,1,topic,С НОВЫМ ГОДОМ!,"Поздравляю всех темиртаусцев, а особенно пользователей нашего сайта с Новым годом! Желаю в новом году всем счастья, здоровья, успехов во всех начинаниях и исполнения желаний, чтобы все задуманное осуществилось. Нашему городу желаю процветания, а сайту нашему расти и развиваться<strong><br/>
</strong><br/>
<img src=""http://vtemirtau.kz/uploads/images/00/00/01/2010/12/31/d8eace.jpg""/><br/>
<strong>С Новым годом, друзья! С новым счастьем!</strong><strong><br/>
</strong><br/>
Отдельно хочу поздравить самых активных пользователей сайта: Gorgik, VIP, naemnik_kz, Fatalitykz — желаю им всего самого наилучшего.<br/>
PS старый год уже проводили :)<strong><br/>
</strong>",Новый год,2010-12-31 21:07:34,2011-01-16 01:17:52,92.46.143.206,1.000,0,1334,0,0,053b3b217258b78948e29989fea83f1d,"s:0:"""";"
89,22,26,topic,В помощь полицейским,"На улицах города, ведите себя прилично!<br/>
 <br/>
<object width=""480"" height=""385""><param name=""wmode"" value=""opaque""></param><param name=""allowFullScreen"" value=""true""></param><param name=""allowscriptaccess"" value=""always""></param><param name=""src"" value=""http://www.youtube.com/v/qj4Hj7w-fKQ?fs=1&amp;amp;hl=ru_RU""></param><param name=""allowfullscreen"" value=""true""></param><embed src=""http://www.youtube.com/v/qj4Hj7w-fKQ?fs=1&amp;hl=ru_RU"" type=""application/x-shockwave-flash"" allowscriptaccess=""always"" allowfullscreen=""true"" width=""480"" height=""385"" wmode=""opaque""></embed></object><br/>
","темиртау,наблюдение,улица",2011-01-01 21:55:24,2011-01-02 12:04:57,92.47.166.116,1.000,0,1682,2,1,cd62228b0d72a8d531ae661574bfb341,"s:0:"""";"
90,66,57,topic,Темиртау - город ...в дыму :( :( :(,"<img src=""http://vtemirtau.kz/uploads/images/00/00/57/2011/01/02/17afd1.jpg""/><br/>
Вот такую картину заснял я как то, отдыхая в «Восток-1» :(<br/>
И еще одно фото… правда уже не моё ....<br/>
<img src=""http://vtemirtau.kz/uploads/images/00/00/57/2011/01/02/4702fe.jpg""/><br/>
Завод — взгляд изнутри ....<br/>
<img src=""http://vtemirtau.kz/uploads/images/00/00/57/2011/01/04/1ed5e6.jpg""/><br/>
<img src=""http://vtemirtau.kz/uploads/images/00/00/57/2011/01/04/f2784e.jpg""/>","темиртау,фотографии города",2011-01-02 23:03:35,2011-01-04 21:22:19,95.57.57.83,1.000,0,4860,5,0,f5d64faaf8c7855be5b93d2d9544854c,"s:0:"""";"
91,1,1,question,А вы за или против референдума?,"Нужное количество подписей уже собрано, но &quot;активисты&quot; не собираются останавливаться. Некоторые решили собирать подписи против референдума - интересно чем все это кончится. Интересно также как темиртаусцы относятся к этому? Лично я против по причине того, что не будет правильной предвыборной гонки и агитации - обычно в это время начинают делать ремонты дорог, зданий и прочие хорошие вещи. Из-за референдума этого не будет, а хотелось бы :) Вам слово!","референдум в Казахстане,за и против",2011-01-04 13:05:43,2011-03-06 10:26:00,95.57.36.134,0.000,0,2369,6,0,887bdfd3847e57e6bd7369c1f17279c1,"a:3:{s:7:""answers"";a:2:{i:0;a:2:{s:4:""text"";s:4:""За"";s:5:""count"";i:4;}i:1;a:2:{s:4:""text"";s:12:""Против"";s:5:""count"";i:3;}}s:10:""count_vote"";i:9;s:18:""count_vote_abstain"";i:2;}"
92,1,1,topic,Купоны Темиртау - Кармет,"Вот нашел на работе купон: в лихие девяностые когда всю страну лихорадило, когда деньги не платили месяцами — эти купоны были вместо денег. Правда как мне сказали ими оплачивали лишь обеды на комбинате, но возможно они ходили даже по городу. Gorgik должен помнить. Как они назывались — зверобаксы? :) Говорят что ходили и купоны номиналом в 1. 10 — это уже наверное уже круто было.<br/>
<img src=""http://vtemirtau.kz/uploads/images/00/00/01/2011/01/07/b9a62c.jpg""/>","купоны,история,музей",2011-01-07 20:42:42,2011-01-07 20:52:51,95.57.49.137,0.000,0,4063,11,0,34620df4c983c8c45516cd284b7645b2,"s:0:"""";"
93,4,1,topic,Несколько красивых видов на город,"Один мой товарищ купил хорошую полупрофессиональную камеру и сделал вот такие красивые фотографии города. Смотрим и любуемся :)<br/>
<img title=""1"" src=""http://vtemirtau.kz/uploads/images/00/00/01/2011/01/14/8d3e3a.jpg""/><br/>
<img title=""2"" src=""http://vtemirtau.kz/uploads/images/00/00/01/2011/01/14/d71aad.jpg""/><br/>
<br/>
<img title=""3"" src=""http://vtemirtau.kz/uploads/images/00/00/01/2011/01/14/af28bc.jpg""/><br/>
<img title=""4"" src=""http://vtemirtau.kz/uploads/images/00/00/01/2011/01/14/c2142d.jpg""/><br/>
<img title=""5"" src=""http://vtemirtau.kz/uploads/images/00/00/01/2011/01/14/6858b4.jpg""/><br/>
<img title=""6"" src=""http://vtemirtau.kz/uploads/images/00/00/01/2011/01/14/fbb8cf.jpg""/><br/>
<img title=""7"" src=""http://vtemirtau.kz/uploads/images/00/00/01/2011/01/14/0261fe.jpg""/><br/>
<img title=""8"" src=""http://vtemirtau.kz/uploads/images/00/00/01/2011/01/14/52e2f9.jpg""/><br/>
<img title=""9"" src=""http://vtemirtau.kz/uploads/images/00/00/01/2011/01/14/f42710.jpg""/><br/>
<img title=""10"" src=""http://vtemirtau.kz/uploads/images/00/00/01/2011/01/14/318573.jpg"" alt=""10""/><br/>
 ",фотографии города,2011-01-14 21:21:16,2011-01-16 01:18:34,92.46.171.25,1.000,0,5614,14,0,3b73b117632f795aa8b484b92c77c718,"s:0:"""";"
94,3,1,topic,Аким встретится  с темиртаусцами и актаусцами,"Традиционные встречи акима города Нуркена Султанова с жителями Темиртау и поселка Актау пройдут в январе-феврале.<br/>
Подобные встречи проводятся с 2005 года. Первая отчетная встреча этого года состоится 24 января в 16 часов в Актау. Встречи акима с жителями разных районов города пройдут с 26 января по 3 февраля. Для тех, кто не сможет лично присутствовать на встрече, будут установлены специальные ящики для сбора вопросов и обращений и организована горячая линия (телефон 92-32-57).<br/>
Городские власти приглашают жителей принять участие в этой важной общественной акции. Они заверяют, что ни одно обращение, предложение по улучшению работы исполнительных органов, решению социально-бытовых вопросов, развитию города не останется без внимания.<br/>
<br/>
График отчетных встреч акима Темиртау<br/>
<img src=""http://vtemirtau.kz/uploads/images/00/00/01/2011/01/15/2b677f.jpg""/><br/>
Места расположения ящиков для сбора замечаний и предложений о работе местных исполнительныхорганов<br/>
Место расположения                         Адрес<br/>
Культурно-досуговый                        п. Актау,<br/>
центр «Актау» (п. Актау)                  ул. Карла Маркса, 5<br/>
Театр для детей и юношества            пр. Республики, 136<br/>
Карагандинский государственный     пр. Республики,30<br/>
индустриальный университет <br/>
Городская больница                         № 3 ул. Чайковского, 22<br/>
СШ№17                                          8 микрорайон, 98а<br/>
<br/>
","аким,Султанов,вопросы",2011-01-15 12:23:12,NULL,95.57.16.3,0.000,0,2275,0,0,8118b0020cba6bda56beacfa0dee4928,"s:0:"""";"
95,66,57,topic,Несколько зимних фотографий...,"Снял эти кадры на территории завода, на мобильный телефон… Так что комментируем, не стесняемся ...:)<br/>
<img src=""http://vtemirtau.kz/uploads/images/00/00/57/2011/01/15/9f2271.jpg""/><br/>
<img src=""http://vtemirtau.kz/uploads/images/00/00/57/2011/01/15/80946c.jpg""/><br/>
 <br/>
<img src=""http://vtemirtau.kz/uploads/images/00/00/57/2011/02/12/242dcf.jpg""/>","Темиртау,фотографии города,зима",2011-01-15 16:14:51,2011-02-12 23:17:42,88.204.195.248,0.000,0,1938,1,0,9ca703c00cb23c8444c1d8a5f06c1c93,"s:0:"""";"
96,12,55,topic,Прикол,"Нашел такую интересную штуку, мне понравилось. Попробуйте и вы назвать только цвета, а не сами слова. Поначалу было сложно, но когда снял очки, получилось все цвета назвать без проблем :)<br/>
<img src=""http://vtemirtau.kz/uploads/images/00/00/55/2011/01/16/7d1fb7.jpg""/>",прикол,2011-01-16 01:16:28,2011-01-19 22:18:49,92.46.133.120,1.000,0,27638,2,0,4ffa036705964c17ea48f3c0937baae9,"s:0:"""";"
97,38,72,topic,Эстафета Олимпийского Огня В Темиртау.,"7-е Зимние Азиатские игры в Казахстане — Это важнейшее спортивное событие и достижение Независимого Казахстана. <br/>
<br/>
Эстафета олимпийского огня проходит через все областные центры нашей страны, и только жителям города Темиртау оказана высокая честь и доверие встречать факелоносцев на пути в Астану. <br/>
<br/>
Поддержим движение олимпийского огня в г.Темиртау 28 января 2011 года!!! <br/>
<br/>
Организаторы: общественное объединение «Союз молодежи Темиртау» <br/>
<br/>
конт.тел: + 7 700 325 08 70 Арсен<br/>
+ 7 701 271 07 40 Мадина<br/>
E-mai: <a href=""mailto:a_r_a777@mail.rul"" rel=""nofollow"">a_r_a777@mail.rul</a>","Спорт,Азиада -2011,темиртау,Олимпийский Огонь",2011-01-23 01:41:45,2011-01-23 19:00:40,82.200.251.15,1.000,0,2092,5,1,08048aacc2801e16b665dab2370c8a5b,"s:0:"""";"
98,12,16,topic,Не многа Рэпа,"<object width=""450"" height=""60""><param name=""wmode"" value=""opaque""></param><param name=""wmode"" value=""opaque""></param><param name=""wmode"" value=""opaque""></param><param name=""wmode"" value=""opaque""></param><param name=""allowFullScreen"" value=""true""></param><param name=""allowScriptAccess"" value=""always""></param><param name=""src"" value=""http://v.kiwi.kz/a/uqs8d7bgeby2/""></param><param name=""allowfullscreen"" value=""true""></param><embed src=""http://v.kiwi.kz/a/uqs8d7bgeby2/"" type=""application/x-shockwave-flash"" allowscriptaccess=""always"" allowfullscreen=""true"" width=""450"" height=""60"" wmode=""opaque""></embed></object><br/>
<br/>
<object width=""450"" height=""60""><param name=""wmode"" value=""opaque""></param><param name=""wmode"" value=""opaque""></param><param name=""wmode"" value=""opaque""></param><param name=""wmode"" value=""opaque""></param><param name=""allowFullScreen"" value=""true""></param><param name=""allowScriptAccess"" value=""always""></param><param name=""src"" value=""http://v.kiwi.kz/a/kpd87v1ygsev/""></param><param name=""allowfullscreen"" value=""true""></param><embed src=""http://v.kiwi.kz/a/kpd87v1ygsev/"" type=""application/x-shockwave-flash"" allowscriptaccess=""always"" allowfullscreen=""true"" width=""450"" height=""60"" wmode=""opaque""></embed></object><br/>
<br/>
<object width=""450"" height=""60""><param name=""wmode"" value=""opaque""></param><param name=""wmode"" value=""opaque""></param><param name=""wmode"" value=""opaque""></param><param name=""wmode"" value=""opaque""></param><param name=""allowFullScreen"" value=""true""></param><param name=""allowScriptAccess"" value=""always""></param><param name=""src"" value=""http://v.kiwi.kz/a/z1ryveejbkt5/""></param><param name=""allowfullscreen"" value=""true""></param><embed src=""http://v.kiwi.kz/a/z1ryveejbkt5/"" type=""application/x-shockwave-flash"" allowscriptaccess=""always"" allowfullscreen=""true"" width=""450"" height=""60"" wmode=""opaque""></embed></object><br/>
<br/>
<object width=""450"" height=""60""><param name=""wmode"" value=""opaque""></param><param name=""wmode"" value=""opaque""></param><param name=""wmode"" value=""opaque""></param><param name=""wmode"" value=""opaque""></param><param name=""allowFullScreen"" value=""true""></param><param name=""allowScriptAccess"" value=""always""></param><param name=""src"" value=""http://v.kiwi.kz/a/s5qgc4uu9yl0/""></param><param name=""allowfullscreen"" value=""true""></param><embed src=""http://v.kiwi.kz/a/s5qgc4uu9yl0/"" type=""application/x-shockwave-flash"" allowscriptaccess=""always"" allowfullscreen=""true"" width=""450"" height=""60"" wmode=""opaque""></embed></object><br/>
","Рэп,ТеМиртау,музыка,про темиртау",2011-01-27 19:18:05,NULL,89.218.97.196,0.000,0,1660,0,0,6d1b96cff78ca81329d3b9dbcdb040d0,"s:0:"""";"
99,3,1,topic,Огонь азиады в Темиртау,"<img src=""http://vtemirtau.kz/uploads/images/00/00/01/2011/01/29/0a28b0.jpg""/><br/>
<img src=""http://vtemirtau.kz/uploads/images/00/00/01/2011/01/29/c5db5abf3e.jpg""/><br/>
Дальше уже приколы<br/>
<a name=""cut"" rel=""nofollow""></a> <br/>
<img src=""http://vtemirtau.kz/uploads/images/00/00/01/2011/01/29/25ecce888c.jpg""/><br/>
<img src=""http://vtemirtau.kz/uploads/images/00/00/01/2011/01/29/5eb6ea5583.jpg""/><br/>
Ну и до кучи видео с киви (может не заработать ибо киви):<br/>
<object width=""640"" height=""385""><param name=""wmode"" value=""opaque""></param><param name=""allowFullScreen"" value=""true""></param><br/>
<param name=""allowScriptAccess"" value=""always""></param><param name=""src"" value=""http://v.kiwi.kz/v/ppcnfhcghh3q/""></param><param name=""allowfullscreen"" value=""true""></param><embed src=""http://v.kiwi.kz/v/ppcnfhcghh3q/"" type=""application/x-shockwave-flash"" allowscriptaccess=""always"" allowfullscreen=""true"" width=""640"" height=""385"" wmode=""opaque""></embed></object><br/>
<br/>
",азиада,2011-01-28 17:49:33,2011-01-29 22:16:22,92.46.153.211,0.000,0,2929,0,0,f711a7a176e4e659bfb83b452b507f81,"s:0:"""";"
100,38,56,topic,Олимпийский огонь,"Незнаю как у вас а у работников коксохим производства сегодня было только одно желание чтобы он потух недоходя до нашего города. С работы сегодня пришлось добиратся домой почти 2 часа пешком, спрашивается для кого такие праздники нужны и куда смотрит наше руководство города. Нахрена такая показуха, луди немогли забрать детей из садиков. Прошу высказывайтесь кто как добрался до дому",разочарование,2011-01-28 18:02:03,2011-01-30 20:05:06,95.57.31.42,3.000,0,1865,5,0,049a8dbe63c4b4187732b98a07351771,"s:0:"""";"
